COD_ACIDEN;Final de s;Pico;Pista_Molhada;Intersecao;Centro;Vei_Pesado;MOTO;NATUREZA;_GRAVIDADE
1224;0;0;0;1;1;1;0;Colisao Transversal;ILESO
1225;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1226;0;1;0;1;1;1;0;Colisao Lateral;ILESO
1227;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1228;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1229;1;1;0;1;1;0;0;Choque c/ obstaculo fixo;ILESO
1230;0;1;0;1;1;0;1;Colisao Transversal;FERIDO
1231;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1232;0;1;0;0;1;0;0;Colisao Traseira;ILESO
1233;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1234;0;0;0;1;1;0;1;Colisao Traseira;ILESO
1235;0;0;0;1;1;0;1;Colisao Lateral;ILESO
1236;0;0;0;0;1;0;0;Colisao Lateral;ILESO
1237;0;1;0;1;1;0;0;Colisao Transversal;ILESO
1238;0;0;0;1;1;1;0;Colisao Transversal;ILESO
1239;0;1;0;1;1;0;0;Colisao Transversal;ILESO
1240;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1241;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1242;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1243;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1244;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1245;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1246;0;0;0;1;1;0;0;Colisao Traseira;FERIDO
1247;0;0;1;1;1;1;0;Colisao Lateral;ILESO
1248;0;0;0;0;1;1;0;Colisao Lateral;ILESO
1249;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1250;0;0;0;1;1;1;0;Colisao Transversal;ILESO
1251;0;1;0;1;1;1;0;Colisao Lateral;ILESO
1252;0;1;0;1;1;0;0;Colisao Lateral;ILESO
1253;1;0;1;0;1;1;0;Colisao Transversal;ILESO
1254;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1255;0;1;1;1;1;1;0;Colisao Lateral;ILESO
1256;0;1;0;1;1;0;1;Colisao Traseira;FERIDO
1257;0;1;0;1;1;1;0;Colisao Lateral;ILESO
1258;0;0;0;1;1;1;0;Colisao Transversal;ILESO
1259;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1260;0;0;1;1;1;0;0;Colisao Transversal;ILESO
1261;0;0;0;0;1;0;0;Engavetamento;ILESO
1262;0;0;0;1;1;0;1;Colisao Traseira;FERIDO
1263;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1264;1;0;0;1;1;0;0;Colisao Transversal;FERIDO
1265;0;1;0;0;1;1;0;Colisao Lateral;ILESO
1266;0;0;1;1;1;0;0;Colisao Traseira;ILESO
1267;1;0;0;1;1;0;0;Colisao Lateral;ILESO
1268;0;0;0;1;1;1;0;Colisao Lateral;FERIDO
1269;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1270;0;0;0;0;1;0;0;Colisao Lateral;ILESO
1271;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
1272;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1273;0;0;0;0;1;0;0;Colisao Lateral;ILESO
1274;0;0;0;0;1;1;0;Colisao Lateral;ILESO
1275;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1276;0;1;0;1;1;1;0;Colisao Transversal;ILESO
1277;1;0;0;1;1;1;0;Colisao Transversal;ILESO
1278;1;0;0;0;1;0;0;Colisao Lateral;ILESO
1279;0;1;0;1;1;0;0;Colisao Lateral;ILESO
1280;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1281;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
1282;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1283;0;1;0;1;1;0;0;Colisao Transversal;ILESO
1284;0;0;0;0;1;0;0;Engavetamento;ILESO
1285;1;0;0;1;1;0;1;Colisao Transversal;ILESO
1286;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1287;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1288;1;0;0;1;1;0;0;Colisao Transversal;FERIDO
1289;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1290;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1291;1;0;0;1;1;0;0;Colisao Lateral;ILESO
1292;0;0;1;0;1;0;1;Colisao Lateral;FERIDO
1293;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1294;0;1;0;1;0;0;1;Colisao Lateral;FERIDO
1295;1;0;0;0;1;0;0;Atropelamento;FERIDO
1296;1;1;0;1;1;0;0;Colisao Traseira;FERIDO
1297;1;0;0;0;1;1;0;Colisao Traseira;ILESO
1298;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1299;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1300;1;0;0;0;1;0;0;Colisao Traseira;ILESO
1301;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1302;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
1303;0;0;0;1;1;0;0;Engavetamento;ILESO
1304;0;1;0;0;1;0;0;Colisao Traseira;ILESO
1305;0;1;0;1;1;0;0;Colisao Transversal;FERIDO
1306;0;0;0;0;1;0;0;Engavetamento;ILESO
1307;1;0;0;1;1;1;0;Colisao Transversal;ILESO
1308;0;0;0;0;1;1;1;Colisao Traseira;ILESO
1309;0;0;0;0;1;0;0;Colisao Lateral;ILESO
1310;0;0;0;0;1;0;0;Colisao Lateral;ILESO
1311;0;1;0;1;1;0;0;Colisao Lateral;ILESO
1312;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1313;1;0;0;1;1;0;0;Colisao Transversal;FERIDO
1314;0;1;0;1;1;1;0;Colisao Traseira;ILESO
1315;1;1;0;1;1;1;0;Colisao Lateral;ILESO
1316;0;0;1;1;1;1;0;Colisao Lateral;FERIDO
1317;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1318;0;1;0;1;1;1;0;Colisao Traseira;ILESO
1319;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
1320;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1321;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1322;0;1;0;1;1;1;0;Colisao Transversal;ILESO
1323;1;1;0;1;1;0;0;Colisao Lateral;ILESO
1324;0;1;0;1;1;1;0;Colisao Lateral;ILESO
1325;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1326;0;1;0;1;1;0;1;Colisao Transversal;FERIDO
1327;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1328;1;0;0;1;1;0;0;Colisao Traseira;ILESO
1329;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1330;0;0;0;1;1;0;1;Colisao Transversal;ILESO
1331;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
1332;1;0;0;1;1;0;0;Colisao Transversal;ILESO
1333;0;1;1;1;1;0;0;Colisao Traseira;ILESO
1334;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1335;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1336;1;0;0;1;1;1;0;Colisao Lateral;FERIDO
1337;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1338;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1339;0;0;0;1;1;0;1;Colisao Transversal;ILESO
1340;0;0;0;0;1;0;1;Colisao Traseira;ILESO
1341;0;1;1;1;1;1;1;Colisao Lateral;ILESO
1342;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1343;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1344;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1345;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1346;0;0;0;0;1;1;0;Atropelamento;FERIDO
1347;0;0;0;0;1;1;0;Atropelamento;FERIDO
1348;0;0;0;0;1;0;1;Colisao Traseira;FERIDO
1349;1;0;0;1;1;0;0;Colisao Traseira;ILESO
1350;0;0;0;0;1;1;0;Colisao Traseira;ILESO
1351;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1352;1;0;0;1;1;1;0;Colisao Traseira;ILESO
1353;0;1;1;1;1;0;0;Colisao Lateral;ILESO
1354;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1355;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1356;0;1;1;1;1;0;1;Colisao Traseira;FERIDO
1357;0;0;0;1;1;1;0;Colisao;FERIDO
1358;0;0;0;1;1;1;0;Colisao Traseira;ILESO
1359;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1360;0;0;0;1;1;0;0;Colisao;FERIDO
1361;0;1;1;1;1;0;1;Colisao Traseira;FERIDO
1362;0;1;0;1;1;0;1;Colisao Traseira;FERIDO
1363;0;0;0;0;1;1;0;Colisao Lateral;ILESO
1364;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1365;0;1;0;1;1;0;0;Colisao Lateral;ILESO
1366;0;0;0;1;1;0;0;Colisao Lateral;FERIDO
1367;1;0;0;1;1;1;0;Colisao Transversal;ILESO
1368;0;1;0;1;1;0;0;Colisao Traseira;FERIDO
1369;1;0;0;0;1;0;0;Colisao Traseira;ILESO
1370;0;0;0;1;1;0;0;Colisao Traseira;FERIDO
1371;0;1;0;1;1;0;0;Colisao Traseira;ILESO
1372;1;0;1;1;1;0;0;Choque c/ obstaculo fixo;ILESO
1373;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1374;0;0;0;0;1;0;0;Engavetamento;ILESO
1375;0;0;1;0;1;1;0;Colisao Transversal;ILESO
1376;1;0;0;1;1;0;0;Colisao Lateral;ILESO
1377;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1378;1;0;0;1;1;0;0;Colisao Traseira;ILESO
1379;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1380;1;1;0;1;1;1;0;Colisao Traseira;ILESO
1381;1;0;0;1;1;0;0;Colisao Lateral;FERIDO
1382;0;0;0;1;1;0;0;Colisao Traseira;FERIDO
1383;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1384;0;0;0;1;1;1;0;Colisao Traseira;ILESO
1385;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1386;0;0;0;0;1;0;1;Colisao Traseira;ILESO
1387;0;1;0;0;1;1;0;Capotamento;ILESO
1388;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1389;0;1;1;0;1;0;0;Engavetamento;ILESO
1390;1;0;0;0;1;0;0;Colisao Lateral;FERIDO
1391;0;1;0;0;1;1;0;Colisao Transversal;ILESO
1392;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1393;1;0;0;0;1;0;0;Colisao Traseira;ILESO
1394;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1395;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1396;1;0;0;1;1;1;0;Colisao Lateral;ILESO
1397;0;0;0;0;1;1;0;Colisao Lateral;ILESO
1398;0;1;0;1;1;0;0;Colisao Transversal;ILESO
1399;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
1400;0;1;1;1;0;0;1;Queda;ILESO
1401;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1402;0;1;0;1;1;0;0;Colisao Lateral;ILESO
1403;0;1;1;1;1;0;1;Colisao Transversal;FERIDO
1404;0;1;0;1;1;0;0;Colisao Transversal;FERIDO
1405;1;0;0;0;1;0;0;Choque c/ obstaculo fixo;FERIDO
1406;0;1;0;0;1;0;0;Colisao Traseira;ILESO
1407;0;0;0;0;1;0;1;Colisao Traseira;FERIDO
1408;0;0;0;0;1;1;1;Colisao Traseira;FERIDO
1409;0;0;0;1;1;1;1;Colisao Traseira;ILESO
1410;0;1;0;1;1;0;1;Colisao Lateral;ILESO
1411;0;0;0;0;0;0;1;Colisao Traseira;FERIDO
1412;0;0;0;1;0;0;1;Colisao Lateral;ILESO
1413;1;0;0;0;0;0;0;Colisao Traseira;ILESO
1414;0;1;1;0;0;1;0;Colisao Lateral;FERIDO
1415;1;1;0;1;0;0;0;Colisao Traseira;ILESO
1416;0;0;0;0;0;0;0;Colisao Traseira;ILESO
1417;1;1;0;0;0;0;0;Colisao Transversal;FERIDO
1418;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
1419;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
1420;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
1421;0;1;0;1;0;0;0;Colisao Transversal;ILESO
1422;0;0;0;1;0;0;0;Colisao Transversal;ILESO
1423;0;0;0;1;0;0;0;Colisao Frontal;FERIDO
1424;0;0;0;1;0;1;0;Colisao Transversal;FERIDO
1425;0;0;0;0;0;0;1;Colisao Traseira;ILESO
1426;0;0;0;0;0;0;1;Colisao Traseira;ILESO
1427;0;1;1;0;0;0;1;Colisao Lateral;FERIDO
1428;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
1429;0;0;0;0;0;1;1;Colisao Traseira;ILESO
1430;0;1;0;0;0;0;1;Colisao Traseira;ILESO
1431;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
1432;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
1433;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
1434;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1435;0;1;0;0;0;0;1;Colisao Lateral;FERIDO
1436;0;1;0;1;0;0;0;Colisao Lateral;FERIDO
1437;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1438;0;0;1;1;0;0;1;Colisao Lateral;FERIDO
1439;0;1;0;1;0;0;1;Colisao Lateral;ILESO
1440;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
1441;0;0;0;0;0;1;0;Colisao Traseira;ILESO
1442;0;1;0;0;0;0;0;Colisao Transversal;ILESO
1443;1;0;0;1;0;0;0;Colisao Transversal;FERIDO
1444;0;0;0;0;0;0;1;Colisao Traseira;FERIDO
1445;0;1;1;1;0;0;0;Colisao Transversal;FERIDO
1446;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1447;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
1448;0;0;0;1;0;0;1;Colisao Traseira;FERIDO
1449;0;0;0;0;0;1;0;Colisao Traseira;ILESO
1450;0;0;0;1;0;0;0;Colisao Transversal;ILESO
1451;0;1;0;1;0;0;0;Choque c/ obstaculo fixo;ILESO
1452;1;0;0;0;0;0;0;Colisao Transversal;ILESO
1453;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
1454;0;0;0;0;1;0;1;Colisao Transversal;FERIDO
1455;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1456;0;0;0;1;0;1;0;Colisao Lateral;ILESO
1457;0;1;0;0;0;0;0;Colisao Traseira;ILESO
1458;0;0;0;1;0;1;0;Colisao Traseira;ILESO
1459;0;0;0;0;0;0;0;Colisao Transversal;ILESO
1460;1;0;0;0;0;0;0;Colisao Traseira;FERIDO
1461;0;1;0;1;0;0;1;Colisao Lateral;FERIDO
1462;0;0;0;0;0;1;0;Colisao Transversal;ILESO
1463;0;0;0;0;0;0;1;Colisao Traseira;ILESO
1464;1;0;0;0;0;0;0;Colisao Traseira;FERIDO
1465;0;1;0;0;0;0;1;Colisao Traseira;ILESO
1466;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
1467;0;0;0;0;0;0;0;Colisao Traseira;FERIDO
1468;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
1469;0;0;1;1;0;0;1;Colisao Transversal;FERIDO
1470;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
1471;0;1;0;1;0;0;1;Colisao Lateral;ILESO
1472;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1473;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
1474;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
1475;1;0;0;0;0;0;0;Colisao Lateral;ILESO
1476;0;0;0;1;0;1;1;Colisao Frontal;FERIDO
1477;0;0;0;0;0;0;0;Colisao Traseira;FERIDO
1478;0;0;0;1;0;0;1;Colisao Transversal;ILESO
1479;0;1;0;1;0;0;0;Colisao Lateral;ILESO
1480;0;0;0;1;0;0;0;Colisao Traseira;ILESO
1481;0;0;0;0;0;0;1;Colisao Traseira;FERIDO
1482;0;0;0;0;0;0;0;Colisao Traseira;ILESO
1483;0;0;0;0;0;1;0;Colisao Lateral;ILESO
1484;0;1;0;0;0;0;1;Colisao Traseira;FERIDO
1485;0;1;0;0;0;0;0;Colisao Lateral;ILESO
1486;1;1;0;0;0;0;0;Colisao Traseira;ILESO
1487;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
1488;0;0;0;0;0;0;0;Colisao Traseira;ILESO
1489;0;0;0;0;0;0;0;Colisao Lateral;ILESO
1490;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
1491;0;0;0;0;0;0;0;Colisao Traseira;ILESO
1492;0;0;0;0;0;1;0;Colisao Lateral;ILESO
1493;1;0;0;0;0;0;0;Colisao Traseira;ILESO
1494;0;0;0;1;0;1;0;Colisao Transversal;FERIDO
1495;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
1496;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
1497;0;1;0;0;0;0;0;Colisao Lateral;ILESO
1498;0;0;1;1;0;1;1;Colisao Traseira;FERIDO
1499;0;1;0;0;0;0;1;Colisao Traseira;FERIDO
1500;1;0;0;1;0;0;1;Colisao Transversal;ILESO
1501;1;0;0;0;0;0;0;Colisao Traseira;FERIDO
1502;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
1503;0;0;0;1;0;0;1;Colisao;FERIDO
1504;1;0;0;0;0;0;1;Colisao Transversal;FERIDO
1505;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1506;0;0;0;0;0;0;0;Colisao Traseira;ILESO
1507;0;0;0;0;0;0;0;Colisao Lateral;ILESO
1508;0;1;0;0;0;0;1;Colisao Traseira;ILESO
1509;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
1510;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
1511;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
1512;0;1;0;1;0;0;1;Colisao Lateral;FERIDO
1513;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
1514;1;1;0;1;0;0;0;Colisao Lateral;FERIDO
1515;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
1516;0;1;0;1;0;0;1;Colisao Lateral;FERIDO
1517;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1518;0;1;0;1;0;0;0;Colisao Transversal;ILESO
1519;0;0;0;0;0;0;1;Atropelamento;FERIDO
1520;0;0;0;1;0;0;1;Colisao Traseira;ILESO
1521;1;0;0;1;0;0;0;Colisao Lateral;ILESO
1522;0;0;0;1;0;1;0;Colisao Traseira;ILESO
1523;0;1;0;1;0;0;1;Colisao Transversal;ILESO
1524;0;0;0;1;0;0;0;Colisao Transversal;ILESO
1525;0;0;0;0;0;0;0;Colisao Lateral;ILESO
1526;0;1;0;0;0;0;1;Colisao Lateral;ILESO
1527;0;0;0;1;0;0;0;Engavetamento;ILESO
1528;0;1;0;0;0;0;0;Engavetamento;ILESO
1529;0;1;0;0;0;0;0;Colisao Lateral;ILESO
1530;0;0;0;0;0;0;0;Atropelamento;FERIDO
1531;0;0;1;1;0;0;1;Colisao Transversal;ILESO
1532;0;0;1;0;0;0;0;Choque c/ obstaculo fixo;FERIDO
1533;1;1;0;1;0;0;0;Choque c/ obstaculo fixo;ILESO
1534;0;0;0;1;0;0;1;Colisao Transversal;ILESO
1535;0;0;0;1;0;0;1;Colisao Transversal;ILESO
1536;1;0;0;0;0;0;0;Colisao Lateral;FERIDO
1537;1;0;0;0;0;0;1;Choque c/ obstaculo fixo;FERIDO
1538;0;0;0;0;0;0;1;Colisao Frontal;FERIDO
1539;0;0;1;0;0;0;1;Colisao Traseira;FERIDO
1540;0;1;1;1;0;0;1;Colisao Traseira;ILESO
1541;0;0;0;1;0;0;1;Colisao Traseira;FERIDO
1542;1;0;0;1;0;0;0;Engavetamento;ILESO
1543;1;0;1;0;0;1;0;Colisao Traseira;ILESO
1544;0;0;0;0;0;0;0;Engavetamento;ILESO
1545;1;1;0;0;0;0;1;Colisao Traseira;FERIDO
1546;1;0;0;1;0;0;0;Colisao Traseira;ILESO
1547;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
1548;0;0;0;1;0;0;0;Colisao Traseira;ILESO
1549;0;0;0;0;0;1;0;Colisao Traseira;ILESO
1550;0;0;0;1;0;1;1;Colisao Lateral;FERIDO
1551;0;1;0;0;0;0;0;Colisao Lateral;ILESO
1552;0;0;0;0;0;0;1;Queda;ILESO
1553;1;0;0;0;0;0;1;Colisao Transversal;FERIDO
1554;0;0;0;1;0;0;0;Colisao Traseira;ILESO
1555;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
1556;1;1;0;0;0;0;0;Colisao Traseira;ILESO
1557;0;1;0;0;0;0;0;Colisao Transversal;FERIDO
1558;0;1;1;0;0;0;0;Colisao Traseira;FERIDO
1559;0;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
1560;0;1;0;1;0;0;0;Colisao Traseira;ILESO
1561;0;0;0;0;0;0;1;Colisao Traseira;ILESO
1562;0;1;0;0;0;1;0;Colisao Traseira;ILESO
1563;1;1;0;1;0;0;0;Colisao Traseira;ILESO
1564;1;0;1;0;0;1;0;Colisao Traseira;ILESO
1565;0;1;0;1;0;0;1;Colisao Lateral;ILESO
1566;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
1567;1;0;0;0;0;1;0;Colisao Lateral;ILESO
1568;0;0;0;0;0;0;0;Colisao Lateral;ILESO
1569;0;1;0;1;0;0;0;Colisao Lateral;ILESO
1570;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
1571;1;0;0;0;0;0;0;Colisao Traseira;ILESO
1572;1;0;0;0;0;0;0;Colisao Traseira;ILESO
1573;1;0;0;1;0;0;0;Colisao Traseira;ILESO
1574;0;0;0;1;0;1;0;Colisao Traseira;FERIDO
1575;0;0;1;0;0;0;0;Colisao Traseira;ILESO
1576;0;1;0;0;0;1;1;Colisao Lateral;FERIDO
1577;0;0;0;0;0;0;1;Engavetamento;FERIDO
1578;1;1;0;0;0;0;0;Colisao Traseira;ILESO
1579;1;1;0;0;0;0;0;Colisao Lateral;ILESO
1580;0;0;0;0;0;0;1;Colisao Traseira;ILESO
1581;0;0;0;1;0;1;0;Colisao Lateral;ILESO
1582;0;1;1;1;0;0;0;Colisao Traseira;ILESO
1583;0;0;0;1;0;0;0;Colisao Traseira;ILESO
1584;1;0;0;1;0;0;0;Colisao Lateral;ILESO
1585;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
1586;0;0;0;1;0;0;0;Colisao Transversal;ILESO
1587;0;0;0;1;0;0;1;Colisao Frontal;FERIDO
1588;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1589;0;0;0;1;0;0;0;Colisao Transversal;ILESO
1590;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
1591;0;0;0;1;0;0;0;Colisao Traseira;ILESO
1592;1;0;0;1;0;0;0;Colisao Transversal;ILESO
1593;0;1;0;0;0;0;0;Colisao Transversal;ILESO
1594;0;0;0;1;0;0;1;Colisao Lateral;ILESO
1595;1;0;0;1;0;0;1;Colisao Traseira;ILESO
1596;0;0;0;1;0;1;1;Colisao Frontal;FERIDO
1597;0;0;0;1;0;1;0;Colisao Traseira;ILESO
1598;1;0;0;1;0;0;0;Colisao Traseira;ILESO
1599;0;0;0;0;0;0;0;Engavetamento;ILESO
1600;0;0;0;0;0;1;0;Colisao Lateral;ILESO
1601;0;0;0;0;0;0;1;Colisao Transversal;FERIDO
1602;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
1603;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1604;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
1605;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1606;0;0;0;1;0;0;0;Colisao Traseira;ILESO
1607;0;1;0;0;0;0;1;Colisao Traseira;FERIDO
1608;0;0;0;0;0;0;1;Queda;FERIDO
1609;1;1;0;0;0;0;0;Colisao Lateral;ILESO
1610;0;0;0;1;0;0;0;Colisao Lateral;ILESO
1611;0;0;0;0;1;0;0;Choque c/ obstaculo fixo;ILESO
1612;1;0;0;1;1;0;0;Colisao Traseira;ILESO
1613;0;0;1;1;0;0;0;Colisao Lateral;ILESO
1614;0;0;0;0;1;0;1;Queda;FERIDO
1615;0;1;1;1;1;0;0;Colisao Frontal;ILESO
1616;0;1;1;1;1;1;1;Colisao Transversal;FERIDO
1617;0;0;0;1;1;0;0;Colisao Transversal;ILESO
1618;0;0;0;1;1;0;1;Colisao Traseira;ILESO
1619;0;0;1;1;1;0;0;Colisao Transversal;ILESO
1620;0;1;0;1;1;0;0;Choque c/ obstaculo fixo;ILESO
1621;1;1;0;1;1;1;1;Colisao Transversal;FERIDO
1622;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1623;0;1;0;1;1;0;0;Engavetamento;ILESO
1624;0;0;0;1;1;1;0;Colisao Lateral;ILESO
1625;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1626;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1627;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1628;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1629;0;0;1;0;1;0;0;Colisao Lateral;ILESO
1630;0;1;0;0;1;0;1;Colisao Lateral;ILESO
1631;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1632;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1633;0;0;0;1;1;0;0;Colisao Traseira;FERIDO
1634;0;1;0;1;1;0;1;Colisao Frontal;FERIDO
1635;1;1;0;1;1;0;1;Colisao Lateral;ILESO
1636;0;0;1;1;1;1;1;Colisao Transversal;FERIDO
1637;0;1;0;1;1;0;1;Colisao Transversal;FERIDO
1638;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1639;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1640;0;0;0;0;1;1;0;Colisao Lateral;ILESO
1641;0;0;1;0;1;1;0;Colisao Lateral;ILESO
1642;0;0;0;0;1;1;0;Colisao Traseira;FERIDO
1643;0;1;0;0;1;1;0;Colisao Transversal;ILESO
1644;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1645;0;0;0;1;1;1;0;Colisao Transversal;FERIDO
1646;0;1;0;0;1;0;1;Colisao Traseira;ILESO
1647;0;1;0;1;1;1;0;Colisao Traseira;ILESO
1648;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1649;0;1;0;1;1;0;1;Colisao Traseira;ILESO
1650;0;1;0;1;1;1;1;Colisao Lateral;FERIDO
1651;0;0;0;1;1;0;0;Colisao Traseira;ILESO
1652;0;0;0;0;1;0;1;Colisao Lateral;FERIDO
1653;0;0;0;0;1;0;0;Colisao Traseira;ILESO
1654;0;0;0;0;1;0;0;Queda;ILESO
1655;0;1;0;0;1;0;0;Colisao Traseira;FERIDO
1656;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1657;0;0;1;1;1;0;1;Colisao Lateral;ILESO
1658;0;1;0;0;1;0;0;Colisao Lateral;ILESO
1659;0;0;0;1;1;0;0;Colisao Lateral;ILESO
1660;0;0;0;1;0;1;0;Colisao Transversal;FERIDO
1661;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
1662;0;1;0;1;0;0;0;Colisao Transversal;ILESO
1663;0;0;1;1;0;0;0;Colisao Traseira;ILESO
1664;0;0;1;0;0;0;1;Colisao Lateral;FERIDO
1665;0;0;0;0;0;0;0;Colisao Lateral;FERIDO
1666;0;0;0;0;0;0;0;Colisao Traseira;FERIDO
1667;0;1;0;0;0;0;0;Colisao Traseira;ILESO
